pid,pname,pfid,phid,pgenus
1380,Prunus phaeosticta var. phaeosticta,82,1,Prunus
1381,Pseudobrickellia brasiliensis,14,1,Pseudobrickellia
1382,Psiadia arguta,15,1,Psiadia
1383,Psiadia lucida,15,1,Psiadia
1384,Psidium cattleianum,62,2,Psidium
1385,Psidium cattleianum sabine,62,1,Psidium
1386,Psidium cymosum,62,1,Psidium
1387,Psidium friedrichsthalianum (Berg) Niedenzu,62,1,Psidium
1388,Psidium guajava,62,1,Psidium
1389,Psidium guajava L.,62,1,Psidium
1390,Psidium guineense,62,1,Psidium
1391,Psidium guineense Sw.,62,1,Psidium
1392,Psidium myrsinites DC.,62,1,Psidium
1393,Psidium myrsinoides,62,1,Psidium
1394,Psidium parvifolium,62,1,Psidium
1395,Psidium salutare,62,1,Psidium
1396,Psidium sartorianum (Berg) Niedenzu,62,1,Psidium
1397,Psidium wrightii,62,1,Psidium
1398,Psorothamnus scoparius,37,1,Psorothamnus
1399,Pterocarya fraxinifolia,45,1,Pterocarya
1400,Pteryxia terebinthina var. californica,11,1,Pteryxia
1401,Pulicaria dysenterica,15,1,Pulicaria
1402,Pulicaria glutinosa,15,1,Pulicaria
1403,Pycnocycla aucherana,11,1,Pycnocycla
1404,Pycnocycla bashagardiana,11,1,Pycnocycla
1405,Pycnocycla musiformis,11,1,Pycnocycla
1406,Pycnocycla nodiflora,11,1,Pycnocycla
1407,Pycnocycla spinosa,11,1,Pycnocycla
1408,Rabdosia melissoides,47,1,Rabdosia
1409,Ravensara aromatica,48,1,Ravensara
1410,Renealmia sp.,101,1,Renealmia
1411,Rhabdosciadium petiolare,11,1,Rhabdosciadium
1412,Rhododendron anthopogon,35,1,Rhododendron
1413,Rhododendron lepidotum,35,1,Rhododendron
1414,Ribes nigrum,41,1,Ribes
1415,Ricinus communis,36,1,Ricinus
1416,Ridolfia segetum,11,1,Ridolfia
1417,Ristantia gouldii,62,1,Ristantia
1418,Ristantia pachysperma,62,1,Ristantia
1419,Ristantia waterhousei,62,1,Ristantia
1420,Rollinia mucosa,9,1,Rollinia
1421,Rosa abyssinica,82,1,Rosa
1422,Rosa bourboniana,82,1,Rosa
1423,Rosa brunonii Lindl.,82,1,Rosa
1424,Rosa damascena,82,1,Rosa
1425,Rosa foetida Herrm.,82,1,Rosa
1426,Rosamarinus officinalis,47,1,Rosamarinus
1427,Rosmarinus eriocalyx,47,1,Rosmarinus
1428,Rosmarinus officinalis,47,1,Rosmarinus
1429,Rosmarinus officinalis L.,47,1,Rosmarinus
1430,Rosmarinus officinalis ecotype A,47,1,Rosmarinus
1431,Rubus ulmifolius,82,1,Rubus
1432,Russowia sogdiana,15,1,Russowia
1433,Ruta chalepensis,84,1,Ruta
1434,Ruta graveolens,84,1,Ruta
1435,Rynchosia minima,68,1,Rynchosia
1436,Saccocalyx satureioides,47,1,Saccocalyx
1437,Salvia aethiopis,47,1,Salvia
1438,Salvia amplexicaulis,47,1,Salvia
1439,Salvia angulata,47,1,Salvia
1440,Salvia apiana,47,1,Salvia
1441,Salvia atropatana,47,1,Salvia
1442,Salvia aucheri var. aucheri,47,1,Salvia
1443,Salvia aucheri var. candescens,47,1,Salvia
1444,Salvia aucheri var. canescens,47,1,Salvia
1445,Salvia aytacbii,47,1,Salvia
1446,Salvia ballsiana,46,1,Salvia
1447,Salvia brachyodon,47,1,Salvia
1448,Salvia brachysiphon,47,1,Salvia
1449,Salvia chudaei Batt. et Trab.,46,1,Salvia
1450,Salvia compressa,47,1,Salvia
1451,Salvia cryptantha,47,1,Salvia
1452,Salvia cyanescens,46,1,Salvia
1453,Salvia divaricata,46,1,Salvia
1454,Salvia eremophila,47,1,Salvia
1455,Salvia euphratica var. euphratica,47,1,Salvia
1456,Salvia euphratica var. leiocalycina,47,1,Salvia
1457,Salvia fruticosa,47,1,Salvia
1458,Salvia glutinosa,47,1,Salvia
1459,Salvia hydrangea,47,1,Salvia
1460,Salvia hypoleuca,47,1,Salvia
1461,Salvia kronenburgii,46,1,Salvia
1462,Salvia lereifolia,47,1,Salvia
1463,Salvia leucantha,47,1,Salvia
1464,Salvia limbata,47,1,Salvia
1465,Salvia macrochlamys,47,1,Salvia
1466,Salvia moorcraftiana,47,1,Salvia
1467,Salvia moorcroftiana,47,1,Salvia
1468,Salvia nemorosa,47,1,Salvia
1469,Salvia nubicola,47,1,Salvia
1470,Salvia nydeggeri,46,1,Salvia
1471,Salvia officinalis,47,1,Salvia
1472,Salvia officinalis ssp. altissima,47,1,Salvia
1473,Salvia pachystachys,46,1,Salvia
1474,Salvia palaefolia,47,1,Salvia
1475,Salvia palaestina,47,1,Salvia
1476,Salvia persepolitana,47,1,Salvia
1477,Salvia pomifera,47,1,Salvia
1478,Salvia pomifera ssp. calycina,47,1,Salvia
1479,Salvia pratensis,47,1,Salvia
1480,Salvia pseudeuphratica,46,1,Salvia
1481,Salvia recognita,47,1,Salvia
1482,Salvia rhytidea,47,1,Salvia
1483,Salvia ringens,47,1,Salvia
1484,Salvia rusellii,46,1,Salvia
1485,Salvia sahendica,47,1,Salvia
1486,Salvia sclarea,47,2,Salvia
1487,Salvia sclarea L.,47,1,Salvia
1488,Salvia sclareopsis,47,1,Salvia
1489,Salvia tomentosa,47,1,Salvia
1490,Salvia verbascifolia,47,1,Salvia
1491,Salvia verbenaca,47,1,Salvia
1492,Salvia verticillata,47,1,Salvia
1493,Salvia xanthocheila,47,1,Salvia
1494,Salvla sclarea,47,1,Salvla
1495,Santalum album,85,1,Santalum
1496,Santalum insulare,85,1,Santalum
1497,Santalum macgregorii,85,1,Santalum
1498,Santalum spicatum,85,1,Santalum
1499,Santolina chamaecyparissus,15,1,Santolina
1500,Santolina ligustica,15,1,Santolina
1501,Santolina oblongifolia,15,1,Santolina
1502,Satureja abyssinica,47,1,Satureja
1503,Satureja atropatana,47,1,Satureja
1504,Satureja bachtiarica,47,1,Satureja
1505,Satureja boissieri,47,1,Satureja
1506,Satureja brownei,47,1,Satureja
1507,Satureja cuneifolia,47,1,Satureja
1508,Satureja darwinii,47,1,Satureja
1509,Satureja hortensis,47,1,Satureja
1510,Satureja horvatii,47,1,Satureja
1511,Satureja icarica,47,1,Satureja
1512,Satureja juliana,47,1,Satureja
1513,Satureja montana,47,1,Satureja
1514,Satureja montana ssp. kitaibelii,47,1,Satureja
1515,Satureja montana ssp. pisidica,47,1,Satureja
1516,Satureja multiflora,47,1,Satureja
1517,Satureja mutica,47,1,Satureja
1518,Satureja odora,47,1,Satureja
1519,Satureja paradoxa,47,1,Satureja
1520,Satureja parnassica ssp. parnassica,47,1,Satureja
1521,Satureja pilosa,47,1,Satureja
1522,Satureja pilosa var. pilosa,47,1,Satureja
1523,Satureja richingeri,47,1,Satureja
1524,Satureja sahendica,47,1,Satureja
1525,Satureja spinosa,47,1,Satureja
1526,Satureja subspicata,47,1,Satureja
1527,Satureja thymbra,47,1,Satureja
1528,Satureja viminea,47,1,Satureja
1529,Satureja visianii,47,1,Satureja
1530,Scandix iberica,11,1,Scandix
1531,Schinus molle,6,1,Schinus
1532,Schizonepeta annua,47,1,Schizonepeta
1533,Scleria hirtella,33,1,Scleria
1534,Sclerorhachis platyrachis,15,1,Sclerorhachis
1535,Scorzonera undulata,15,1,Scorzonera
1536,Scutellaria albida subsp. Albida,47,1,Scutellaria
1537,Scutellaria albida subsp. colchica,47,1,Scutellaria
1538,Scutellaria albida subsp. condensata,47,1,Scutellaria
1539,Scutellaria albida subsp. velenovskyi,47,1,Scutellaria
1540,Scutellaria californica,47,1,Scutellaria
1541,Scutellaria pinnatifida,47,1,Scutellaria
1542,Scutellaria repens,47,1,Scutellaria
1543,Scutellaria rupestris,47,1,Scutellaria
1544,Scutellaria sieberi,47,1,Scutellaria
1545,Scutellaria volubilis,47,1,Scutellaria
1546,Semenovia dichotoma,11,1,Semenovia
1547,Semenovia suffruticosa,11,1,Semenovia
1548,Semenovia tragioides,11,1,Semenovia
1549,Senecio adenotrichius,15,1,Senecio
1550,Senecio farfarifolius,15,1,Senecio
1551,Senecio royleanus,15,1,Senecio
1552,Senecio rufinervis,15,1,Senecio
1553,Senecio squalidus,15,1,Senecio
1554,Senecio zoellneri,15,1,Senecio
1555,Serotinocarpum insignis,11,1,Serotinocarpum
1556,Seseli buchtormense,11,1,Seseli
1557,Seseli campestre,11,1,Seseli
1558,Seseli peucedanoides,11,1,Seseli
1559,Seseli resinosum,11,1,Seseli
1560,Seseli rigidum,11,1,Seseli
1561,Seseli tortuosum,11,1,Seseli
1562,Seseli tortuosum ssp. kiabii,11,1,Seseli
1563,Sideritis argyrea,47,1,Sideritis
1564,Sideritis clandestina ssp. Clandestina,47,1,Sideritis
1565,Sideritis congesta,47,1,Sideritis
1566,Sideritis erytrantha,47,1,Sideritis
1567,Sideritis hololeuca,47,1,Sideritis
1568,Sideritis montana,47,1,Sideritis
1569,Sideritis pusilla (Lange) Pau ssp. pusilla var. typica,47,1,Sideritis
1570,Sideritis pusilla ssp. almeriensis (Pau) Malagarriga var. typica,47,1,Sideritis
1571,Sideritis pusilla ssp. almeriensis var. littoralis Font Quer,47,1,Sideritis
1572,Sideritis pusilla ssp. almeriensis var. salina Font Quer,47,1,Sideritis
1573,Sideritis pusilla ssp. flavovirens (Rouy) Malagarriga,47,1,Sideritis
1574,Sideritis pusilla ssp. osteoxylla (Pau) Pallarés,47,1,Sideritis
1575,Sideritis pusilla ssp. pusilla var. carthaginensis Font Quer,47,1,Sideritis
1576,Sideritis pusilla ssp. pusilla var. granatensis (Pau) Font Quer,47,1,Sideritis
1577,Sideritis raeseri ssp. attica,47,1,Sideritis
1578,Sideritis raeseri ssp. raeseri,47,1,Sideritis
1579,Sideritis scardica,47,1,Sideritis
1580,Sideritis sipylea,47,1,Sideritis
1581,Sideritis stricta,47,1,Sideritis
1582,Sideritis syriaca,47,1,Sideritis
1583,Sideritis syriaca ssp. syriaca,47,1,Sideritis
1584,Sideritis taurica,47,1,Sideritis
1585,Silphium integrifolium,15,1,Silphium
1586,Siparuna guianensis,90,1,Siparuna
1587,Siparuna thecaphora,90,1,Siparuna
1588,Sipharuna thecaphora,90,1,Sipharuna
1589,Sium latifolium,11,1,Sium
1590,Smallanthus maculatus,15,1,Smallanthus
1591,Smyrnium cordifolium,11,1,Smyrnium
1592,Solidago decurrens,15,1,Solidago
1593,Solidago litoralis,15,1,Solidago
1594,Solidago puberula,15,1,Solidago
1595,Solidago virgaurea,15,1,Solidago
1596,Sphaeranthus indicus,15,1,Sphaeranthus
1597,Sphaerantia discolor,62,1,Sphaerantia
1598,Sphaerentia chartacea,62,1,Sphaerentia
1599,Sphaerentia discolor,62,1,Sphaerentia
1600,Sphagneticola trilobata (L.),15,1,Sphagneticola
1601,Spilanthes acmella,15,1,Spilanthes
1602,Stachys Corsica,47,1,Stachys
1603,Stachys acerosa,47,1,Stachys
1604,Stachys asterocalyx,47,1,Stachys
1605,Stachys benthamiana,47,1,Stachys
1606,Stachys byzantina,47,1,Stachys
1607,Stachys circinnata,47,1,Stachys
1608,Stachys lanata,47,1,Stachys
1609,Stachys lavandulifolia,47,1,Stachys
1610,Stachys milanii,47,1,Stachys
1611,Stachys multicaulis,47,1,Stachys
1612,Stachys obtusicrena,47,1,Stachys
1613,Stachys officinalis,47,1,Stachys
1614,Stachys persica,47,1,Stachys
1615,Stachys pilifera,47,1,Stachys
1616,Stachys recta,47,1,Stachys
1617,Stachys schtschegleevii,47,1,Stachys
1618,Steganotaenia araliacea,11,1,Steganotaenia
1619,Stenotaenia nudicaulis,11,1,Stenotaenia
1620,Sterculia tragacantha,92,1,Sterculia
1621,Sundacarpus amarus,77,1,Sundacarpus
1622,Syzygium aromaticum,62,1,Syzygium
1623,Syzygium cordatum,62,1,Syzygium
1624,Syzygium gardneri,62,1,Syzygium
1625,Syzygium malaccense,62,1,Syzygium
1626,Tagetes aff. maxima,15,1,Tagetes
1627,Tagetes erecta,15,1,Tagetes
1628,Tagetes filifolia,15,1,Tagetes
1629,Tagetes lucida,15,1,Tagetes
1630,Tagetes minuta,15,1,Tagetes
1631,Tagetes multiflora,15,1,Tagetes
1632,Tagetes patula,15,1,Tagetes
1633,Tagetes tenuifolia,15,1,Tagetes
1634,Tagetes zipaquinensis,15,1,Tagetes
1635,Talauma ovata,53,1,Talauma
1636,Talisia esculenta,86,1,Talisia
1637,Tamarindus indica L.,37,1,Tamarindus
1638,Tanacetum annuum,15,1,Tanacetum
1639,Tanacetum balsamita L ssp.balsamitoides,15,1,Tanacetum
1640,Tanacetum cadmeum,15,1,Tanacetum
1641,Tanacetum cadmeum ssp. orientale,15,1,Tanacetum
1642,Tanacetum densum ssp. Sivasicum,15,1,Tanacetum
1643,Tanacetum dolichophyllum,15,1,Tanacetum
1644,Tanacetum elburensis,15,1,Tanacetum
1645,Tanacetum khorassanicum,15,1,Tanacetum
1646,Tanacetum larvatum,15,1,Tanacetum
1647,Tanacetum lingulatum,15,1,Tanacetum
1648,Tanacetum macrophyllum,15,1,Tanacetum
1649,Tanacetum nubigenum,15,1,Tanacetum
1650,Tanacetum parthenium,15,1,Tanacetum
1651,Tanacetum persicum,15,1,Tanacetum
1652,Tanacetum polycephalum,15,1,Tanacetum
1653,Tanacetum polycephalum subsp. farsicum,15,1,Tanacetum
1654,Tanacetum vulgare (camphor chemotype),15,1,Tanacetum
1655,Taxodium distichum,32,1,Taxodium
1656,Tephrosia cinerea,68,1,Tephrosia
1657,Tephrosia densiflora,68,1,Tephrosia
1658,Tephrosia egregia,68,1,Tephrosia
1659,Tephrosia persica,68,1,Tephrosia
1660,Tephrosia vogelii,68,1,Tephrosia
1661,Tessaria absinthioides,15,1,Tessaria
1662,Tetraclinis articulata,32,1,Tetraclinis
1663,Teucrium alopecurus,47,1,Teucrium
1664,Teucrium antitauricum,47,1,Teucrium
1665,Teucrium arduini,47,1,Teucrium
1666,Teucrium atratum,47,1,Teucrium
1667,Teucrium botrys,47,1,Teucrium
1668,Teucrium carolipaui,47,1,Teucrium
1669,Teucrium chamaed,47,1,Teucrium
1670,Teucrium chamaedrys,47,1,Teucrium
1671,Teucrium creticum,47,1,Teucrium
1672,Teucrium flavum,47,1,Teucrium
1673,Teucrium mascatenses,47,1,Teucrium
1674,Teucrium massiliense,47,1,Teucrium
1675,Teucrium melissoides,47,1,Teucrium
1676,Teucrium monta,47,1,Teucrium
1677,Teucrium montanum,47,1,Teucrium
1678,Teucrium multicaule,47,1,Teucrium
1679,Teucrium orientale,47,1,Teucrium
1680,Teucrium persicum,47,1,Teucrium
1681,Teucrium pestalozzae,47,1,Teucrium
1682,Teucrium polium,47,1,Teucrium
1683,Teucrium sandrasicum,47,1,Teucrium
1684,Teucrium scordium,47,1,Teucrium
1685,Teucrium stocksianum,47,1,Teucrium
1686,Thamnosciadium junceum,11,1,Thamnosciadium
1687,Thamnosma montana,84,1,Thamnosma
1688,Thapsia garganica,11,1,Thapsia
1689,Thapsia maxima I,11,1,Thapsia
1690,Thapsia villosa (2n=44),11,1,Thapsia
1691,Theobroma bicolor,54,1,Theobroma
1692,Thevetia peruviana,12,1,Thevetia
1693,Thryptomene hexandra,62,1,Thryptomene
1694,Thryptomene oligandra,62,1,Thryptomene
1695,Thryptomene parvifolia,62,1,Thryptomene
1696,Thymbra capitata,47,1,Thymbra
1697,Thymbra spicata,47,1,Thymbra
1698,Thymus albicans,47,1,Thymus
1699,Thymus algeriensis,47,1,Thymus
1700,Thymus algeriensis genuinus,47,1,Thymus
1701,Thymus alpigenus,47,1,Thymus
1702,Thymus arundanus,47,1,Thymus
1703,Thymus atticus,47,1,Thymus
1704,Thymus baeticus,47,1,Thymus
1705,Thymus bracteosus,47,1,Thymus
1706,Thymus canoviridis,47,1,Thymus
1707,Thymus capitatus,47,1,Thymus
1708,Thymus carnosus,47,1,Thymus
1709,Thymus caucasicus,47,1,Thymus
1710,Thymus ciliates,47,1,Thymus
1711,Thymus cilicicus,47,1,Thymus
1712,Thymus daenensis,47,1,Thymus
1713,Thymus fallax,47,1,Thymus
1714,Thymus fedtschenkoi,47,1,Thymus
1715,Thymus fontanesii,47,1,Thymus
1716,Thymus herba-barona,47,1,Thymus
1717,Thymus hirtus,47,1,Thymus
1718,Thymus kotschyanus,47,1,Thymus
1719,Thymus leptobotrys,46,1,Thymus
1720,Thymus leucostomus,47,1,Thymus
1721,Thymus longicaulis,47,1,Thymus
1722,Thymus mastichina,47,1,Thymus
1723,Thymus munbyanus,46,1,Thymus
1724,Thymus numidicus,47,1,Thymus
1725,Thymus oblongifolius,47,1,Thymus
1726,Thymus pallescens,47,1,Thymus
1727,Thymus pallidus,46,1,Thymus
1728,Thymus pectinatus var. pectinatus,47,1,Thymus
1729,Thymus persicus,47,1,Thymus
1730,Thymus pseudopulegioides,47,1,Thymus
1731,Thymus pubescens,47,1,Thymus
1732,Thymus pulegioides,47,1,Thymus
1733,Thymus pulegioides (with lemon odor),47,1,Thymus
1734,Thymus richardii,47,1,Thymus
1735,Thymus roegneri,47,1,Thymus
1736,Thymus rohlenae,47,1,Thymus
1737,Thymus satureioides,46,1,Thymus
1738,Thymus serpyllum,47,1,Thymus
1739,Thymus serpyllum var. serpyllum,47,1,Thymus
1740,Thymus spinulosus,47,1,Thymus
1741,Thymus striatus,47,1,Thymus
1742,Thymus subcollinus,47,1,Thymus
1743,Thymus tosevii var. tosevii,47,1,Thymus
1744,Thymus vulgaris,47,1,Thymus
1745,Thymus vulgaris (cultivated),47,1,Thymus
1746,Thymus vulgaris (hybrid),47,1,Thymus
1747,Thymus vulgaris (wild),47,1,Thymus
1748,Thymus zygioides var. lycaonicus,47,1,Thymus
1749,Thymus zygis,47,1,Thymus
1750,Thymus zygis ssp. sylvestris,47,1,Thymus
1751,Tordylium Ketenoglui,11,1,Tordylium
1752,Tordylium aegyptiacum,11,1,Tordylium
1753,Tordylium apulum,11,1,Tordylium
1754,Tordylium hasselquistiae,11,1,Tordylium
1755,Tordylium lanatum,11,1,Tordylium
1756,Tordylium pestalozzae,11,1,Tordylium
1757,Tordylium pustulosum,11,1,Tordylium
1758,Tordylium syriacum L.,11,1,Tordylium
1759,Tordylium trachycarpum,11,1,Tordylium
1760,Torilis arvensis,11,1,Torilis
1761,Trachyspermum ammi,11,1,Trachyspermum
1762,Trachyspermum roxburghianum,11,1,Trachyspermum
1763,Trinia dalechampii,11,1,Trinia
1764,Trinia glauca,11,1,Trinia
1765,Tristania neriifolia,62,1,Tristania
1766,Tristaniopsis collina,62,1,Tristaniopsis
1767,Tristaniopsis exiliflora,62,1,Tristaniopsis
1768,Tristaniopsis laurina,62,1,Tristaniopsis
1769,Ulva rigida,94,1,Ulva
1770,Uvariodendron calophyllum,9,1,Uvariodendron
1771,Valeriana alpestris,96,1,Valeriana
1772,Valeriana hardwickii,96,1,Valeriana
1773,Valeriana jatamansi Jones,96,1,Valeriana
1774,Valeriana officinalis,96,1,Valeriana
1775,Valeriana officinalis ssp. Collina,96,1,Valeriana
1776,Vanillosmopsis erythropappa Schultz-Bip,15,1,Vanillosmopsis
1777,Varthemia persica,15,1,Varthemia
1778,Vernonia migeodii,15,1,Vernonia
1779,Vernonia perrottettii,15,1,Vernonia
1780,Vetiveria zizanioides,76,1,Vetiveria
1781,Vetiveria zizanoides,72,1,Vetiveria
1782,Viguiera dentata,15,1,Viguiera
1783,Vitex agnus-castus L.,97,1,Vitex
1784,Viticipremna queenslandica,47,1,Viticipremna
1785,Vitis vinifera,98,1,Vitis
1786,Waterhousea floribunda,62,1,Waterhousea
1787,Waterhousea hedraiophylla,62,1,Waterhousea
1788,Waterhousea mulgraveana,62,1,Waterhousea
1789,Waterhousea unipunctata,62,1,Waterhousea
1790,Wedelia chinensis,15,1,Wedelia
1791,Wedelia glauca,15,1,Wedelia
1792,Wulffia baccata,15,1,Wulffia
1793,Xanthium brasilicum,15,2,Xanthium
1794,Xanthium strumarium,15,1,Xanthium
1795,Xanthogalum purpurascens,11,1,Xanthogalum
1796,Xanthostemon arenarius,62,1,Xanthostemon
1797,Xanthostemon chrysanthus,62,1,Xanthostemon
1798,Xanthostemon crenulatus,62,1,Xanthostemon
1799,Xanthostemon eucalyptoides,62,1,Xanthostemon
1800,Xanthostemon formosus,62,1,Xanthostemon
1801,Xanthostemon oppositifolius,62,1,Xanthostemon
1802,Xanthostemon paradoxus,62,1,Xanthostemon
1803,Xanthostemon psidioides,62,1,Xanthostemon
1804,Xanthostemon sp,62,1,Xanthostemon
1805,Xanthostemon umbrosus,62,1,Xanthostemon
1806,Xanthostemon verticillatus,62,1,Xanthostemon
1807,Xanthostemon whitei,62,1,Xanthostemon
1808,Xanthostemon youngii,62,1,Xanthostemon
1809,Xenophyllum poposum,15,1,Xenophyllum
1810,Xeranthemum annuum,15,1,Xeranthemum
1811,Xylopia aethiopica,9,1,Xylopia
1812,Xylopia aromatica,9,1,Xylopia
1813,Xylopia brasiliensis,9,1,Xylopia
1814,Xylopia frutescens,9,1,Xylopia
1815,Yulania denudata,53,1,Yulania
1816,Zanthoxylum acanthopodium,84,1,Zanthoxylum
1817,Zanthoxylum bracchyacanthum,84,1,Zanthoxylum
1818,Zanthoxylum ekmanii,84,1,Zanthoxylum
1819,Zanthoxylum limonella,84,1,Zanthoxylum
1820,Zanthoxylum nitidum,84,1,Zanthoxylum
1821,Zanthoxylum ovalifolium,84,1,Zanthoxylum
1822,Zanthoxylum parviflorum,84,1,Zanthoxylum
1823,Zanthoxylum pinnatum,84,1,Zanthoxylum
1824,Zanthoxylum procerum,84,1,Zanthoxylum
1825,Zanthoxylum rhetsa,84,1,Zanthoxylum
1826,Zanthoxylum syncarpum,84,1,Zanthoxylum
1827,Zanthoxylum veneficum,84,1,Zanthoxylum
1828,Zanthoxylum zanthoxyloides,84,1,Zanthoxylum
1829,Zataria multiflora,47,1,Zataria
1830,Zataria multiflora Boiss,46,1,Zataria
1831,Zhumeria majdae,47,1,Zhumeria
1832,Zingiber neesanum,101,1,Zingiber
1833,Zingiber officinale,101,1,Zingiber
1834,Zingiber zerumbet,101,1,Zingiber
1835,Zinnia elegans,15,1,Zinnia
1836,Ziziphora clinopodioides ssp. rigida,47,1,Ziziphora
1837,Ziziphora persica,47,1,Ziziphora
1838,Ziziphus spina-christi,81,1,Ziziphus
